,MIR1244.4,MIR5692C2,MIR5572,MIR5587,MIR635,MIR186,MIR6772,MIR4263,MIR5195,MIR4489,MIR1244.3,MIR4664,MIR3189,MIR429,MIR647,MIR4538,MIR573,MIR4537,MIR3682,MIR4539,MIR6739,MIR3162,MIR3124,MIR5581,MIR6503,MIR582,MIR4671,MIR5087,MIR3178,MIR6512,MIR4442,MIR200A,MIR570,MIR4477B,MIR3135B,MIR3972,MIR4292,MIR559,MIR4645,MIR25,MIR2909,MIR4526,MIR708,MIR589,MIR3929,MIR3193,MIR3186,MIR145,MIR219A1,MIR126,MIR548I2,MIR4635,MIR4728,MIR100,MIR6071,MIR4652,MIR3685,MIR320B2,MIR4685,MIR6797,MIR3662,MIR6514,MIR4257,MIR3197,MIR5010,MIR221,MIR3153,MIR378J,MIR6835,MIR3942,MIR3616,MIR93,MIR4653,MIR5684,MIR4782,MIR4457,MIR320E,MIR193A,MIR3909,MIR4768,MIR548AT,MIR590,MIR7111,MIR4648,MIR4260,MIR23B,MIR1276,MIR3671,MIR5089,MIR567,MIR3149,MIR6129,MIR200B,AL513534.1,MIR4483,MIR6812,MIR6753,MIR5188,MIR6819,MIR659
TCGA-O1-A52J-01A-11R-A262-07,0.0054151624548736,0,0,0.130434782608696,0.172222222222222,0.099009900990099,0.073394495412844,0.0677966101694915,0.25,0.0476190476190476,0.0057306590257879,0.0588235294117647,0.101226993865031,0.0425531914893617,0.183406113537118,0,0.104477611940299,0,0.111111111111111,0,0.15625,0,0.230769230769231,0.375,0.35,0,0,0,0.555555555555556,0.5,0.08,0.0416666666666667,0.063943161634103,0.163934426229508,0.111111111111111,0,0.137254901960784,0.245614035087719,0,0.0567375886524823,0,0,0.111111111111111,0.628571428571429,0,0,0.28,0.0769230769230769,0.121951219512195,0.0222222222222222,0.0833333333333333,0.196078431372549,0.037037037037037,0,0.0208333333333333,0.03125,0.0857142857142857,0.0476190476190476,0.153846153846154,0.142857142857143,0.111111111111111,0,0.111111111111111,0,0.4,0.0140845070422535,0.0689655172413793,0.162162162162162,0.133333333333333,0.5,0,0.111111111111111,0.0297029702970297,0,0.125,0,0.0526315789473684,0,0.142857142857143,0.0186915887850467,0.25,0.0491803278688525,0,0.111111111111111,0,0,0,0.470588235294118,0.181818181818182,0.0666666666666667,0,0.333333333333333,0.032258064516129,0.240506329113924,0.0606060606060606,0.4,0.128205128205128,0.12,0.1875,0.0555555555555556
TCGA-55-5899-01A-11R-1628-07,0.0776173285198556,0,0.0045558086560364,0,0.0555555555555556,0.0297029702970297,0,0.0621468926553672,0.0208333333333333,0.0476190476190476,0.0515759312320917,0.0661764705882353,0,0.0283687943262411,0.0305676855895196,0,0.0298507462686567,0,0.0493827160493827,0.0220588235294118,0.03125,0,0.0769230769230769,0,0,0,0,0,0.111111111111111,0.333333333333333,0.16,0.0138888888888889,0.0106571936056838,0.0163934426229508,0,0,0.215686274509804,0.0526315789473684,0.0344827586206897,0.0851063829787234,0,0,0,0.171428571428571,0,0,0,0,0.0487804878048781,0,0,0.0196078431372549,0,0,0.0208333333333333,0,0.0380952380952381,0.0476190476190476,0,0,0,0.142857142857143,0.0555555555555556,0,0.16,0.0140845070422535,0.172413793103448,0.0810810810810811,0.0333333333333333,0.0833333333333333,0,0.277777777777778,0.0693069306930693,0,0,0,0.0526315789473684,0.25,0,0.0093457943925233,0.125,0.0327868852459016,0.12,0,0,0.0144927536231884,0,0,0,0,0,0,0.032258064516129,0.0126582278481013,0,0,0.0769230769230769,0,0,0.111111111111111
TCGA-MP-A4TK-01A-11R-A24X-07,0.0379061371841155,0.0833333333333333,0,0.0434782608695652,0.155555555555556,0.138613861386139,0.073394495412844,0.0734463276836158,0.0833333333333333,0.0952380952380952,0.0458452722063037,0.0441176470588235,0,0.099290780141844,0.183406113537118,0.159420289855072,0.328358208955224,0.34375,0.111111111111111,0.242647058823529,0.03125,0,0.153846153846154,0.1,0.05,0,0.666666666666667,0,0,0.166666666666667,0,0.0694444444444444,0.0674955595026643,0.0491803278688525,0.037037037037037,0,0.147058823529412,0.140350877192982,0.241379310344828,0.099290780141844,0,0,0,0.171428571428571,0,0.142857142857143,0.24,0.0769230769230769,0,0.0074074074074074,0,0.065359477124183,0.148148148148148,0,0.0208333333333333,0,0.152380952380952,0,0.153846153846154,0.392857142857143,0.111111111111111,0,0.111111111111111,0,0.12,0.23943661971831,0.0344827586206897,0.324324324324324,0,0.166666666666667,0.2,0.444444444444444,0.108910891089109,0,0,0,0.0526315789473684,0.125,0.142857142857143,0.14018691588785,0,0.163934426229508,0.12,0.111111111111111,0.105263157894737,0.144927536231884,0,0.235294117647059,0,0,0.153846153846154,0,0.193548387096774,0.164556962025316,0.0303030303030303,0,0.153846153846154,0.08,0.375,0.0277777777777778
TCGA-MN-A4N4-01A-12R-A24X-07,0.142599277978339,0,0,0.260869565217391,0.111111111111111,0.099009900990099,0.211009174311927,0.0395480225988701,0.0208333333333333,0.19047619047619,0.0544412607449857,0.0514705882352941,0.00920245398773,0.0212765957446809,0.196506550218341,0,0.17910447761194,0.046875,0.123456790123457,0.0588235294117647,0.03125,0,0.0769230769230769,0.175,0,0,0,0.166666666666667,0.111111111111111,0.166666666666667,0.08,0.0277777777777778,0.0692717584369449,0.0327868852459016,0,0.454545454545455,0.117647058823529,0.087719298245614,0.0344827586206897,0.0070921985815602,0,0,0,0.0285714285714286,0,0,0.04,0.0961538461538462,0.024390243902439,0,0.0833333333333333,0.130718954248366,0.148148148148148,0,0,0,0.171428571428571,0.0476190476190476,0.153846153846154,0.357142857142857,0,0.285714285714286,0.111111111111111,0,0.04,0,0,0.27027027027027,0.2,0.5,0.2,0,0.158415841584158,0.4,0.125,0,0,0.5,0,0.0280373831775701,0.125,0.0327868852459016,0.44,0,0.0526315789473684,0,0,0.0588235294117647,0.272727272727273,0.0666666666666667,0.153846153846154,0,0.0967741935483871,0.291139240506329,0,0.2,0.0512820512820513,0,0.375,0.0833333333333333
TCGA-73-4666-01A-01R-1206-07,0.102888086642599,0,0,0.260869565217391,0.205555555555556,0.0693069306930693,0.018348623853211,0.192090395480226,0,0.380952380952381,0.0659025787965616,0.136029411764706,0.0184049079754601,0.0212765957446809,0.074235807860262,0.0144927536231884,0,0.078125,0.0246913580246914,0.0514705882352941,0.0625,0,0.0384615384615385,0.075,0,0,0.111111111111111,0,0,0.166666666666667,0.12,0.0555555555555556,0.0923623445825933,0.0327868852459016,0,0,0.274509803921569,0.140350877192982,0.0689655172413793,0.468085106382979,0,0,0,0.428571428571429,0,0,0,0,0.0731707317073171,0.0148148148148148,0,0,0.111111111111111,0.5,0,0,0.0285714285714286,0.0952380952380952,0.153846153846154,0.107142857142857,0,0.142857142857143,0,0,0.12,0.0704225352112676,0.0689655172413793,0.0540540540540541,0.3,0.166666666666667,0,0.666666666666667,0.475247524752475,0,0,0,0.210526315789474,0.25,0,0,0,0.278688524590164,0.44,0.111111111111111,0.0526315789473684,0.130434782608696,0,0.235294117647059,0,0.0666666666666667,0,0,0,0.0379746835443038,0.151515151515152,0.1,0.615384615384615,0.2,0.125,0.138888888888889
TCGA-78-7536-01A-11R-2066-07,0.5,0,0,0.304347826086957,0.122222222222222,0.0594059405940594,0.0917431192660551,0.0564971751412429,0.104166666666667,0.0476190476190476,0.229226361031519,0.386029411764706,0,0.134751773049645,0.139737991266376,0,0.238805970149254,0.046875,0.444444444444444,0.0367647058823529,0.25,0,0.0769230769230769,0.1,0,0,0,0.166666666666667,0,0,0.56,0.0138888888888889,0.0355239786856128,0.0491803278688525,0,0,0.490196078431373,0.456140350877193,0.241379310344828,0.113475177304965,0,0,0,0.228571428571429,0,0,0.08,0,0.121951219512195,0,0,0.0588235294117647,0.111111111111111,0,0.0104166666666667,0,0.152380952380952,0.142857142857143,0,0.142857142857143,0.111111111111111,0.142857142857143,0.111111111111111,0.272727272727273,0.08,0,0.482758620689655,0.189189189189189,0.266666666666667,0.0833333333333333,0.8,0.277777777777778,0.148514851485149,0,0.375,1,0.210526315789474,0,0.428571428571429,0.0093457943925233,0,0.0491803278688525,0.44,0.333333333333333,0.0526315789473684,0.0144927536231884,0,0.0588235294117647,0,0.2,0.0769230769230769,0,0.032258064516129,0.240506329113924,0.393939393939394,0.1,0.307692307692308,0,0.125,0.277777777777778
TCGA-05-4389-01A-01R-1206-07,0.193140794223827,0,0.0045558086560364,0,0.238888888888889,0.0198019801980198,0.036697247706422,0.101694915254237,0.0833333333333333,0.19047619047619,0.111747851002865,0.117647058823529,0.0122699386503067,0.049645390070922,0.0262008733624454,0,0,0.015625,0.0740740740740741,0.0220588235294118,0,0,0.115384615384615,0.025,0,0,0,0.0833333333333333,0,0.166666666666667,0.08,0.0416666666666667,0.0408525754884547,0,0.037037037037037,0,0.127450980392157,0.350877192982456,0,0.148936170212766,0,0,0,0.2,0,0,0.08,0,0.0731707317073171,0.0296296296296296,0,0.0130718954248366,0.037037037037037,0,0.0104166666666667,0,0.0095238095238095,0.0952380952380952,0.0769230769230769,0,0.111111111111111,0,0.111111111111111,0,0.16,0.0140845070422535,0,0.135135135135135,0,0,0,0.166666666666667,0.0594059405940594,0,0,0,0.157894736842105,0,0.142857142857143,0.0186915887850467,0,0.0163934426229508,0.16,0.111111111111111,0.0526315789473684,0.072463768115942,0.25,0,0,0,0,0,0.0967741935483871,0.10126582278481,0,0.1,0.128205128205128,0,0,0.0277777777777778
TCGA-55-7281-01A-11R-2039-07,0.229241877256318,0,0,0,0.1,0.0792079207920792,0.055045871559633,0.096045197740113,0.395833333333333,0.0476190476190476,0.0888252148997135,0,0.0552147239263804,0.0354609929078014,0.0043668122270742,0,0.0597014925373134,0.015625,0.395061728395062,0,0.03125,0,0.0384615384615385,0.025,0,0,0,0,0,0.333333333333333,0.04,0.0694444444444444,0.0213143872113677,0.0983606557377049,1,0,0.0490196078431373,0.12280701754386,0.0689655172413793,0.049645390070922,0,0,0,0.171428571428571,0,0,0,0.0384615384615385,0.0487804878048781,0.0074074074074074,0,0.0326797385620915,0.037037037037037,0,0.104166666666667,0,0.0476190476190476,0,0,0.178571428571429,0,0,0,0,0.12,0.0422535211267606,0.103448275862069,0.027027027027027,0.0333333333333333,0.0833333333333333,0,0.222222222222222,0.0495049504950495,0,0,0,0.210526315789474,0,0,0.0841121495327103,0,0.0491803278688525,0.08,0.111111111111111,0.105263157894737,0.0289855072463768,0,0.0588235294117647,0,0,0,0,0.032258064516129,0.0379746835443038,0,0,0.0512820512820513,0,0.0625,0
TCGA-97-7547-01A-11R-2039-07,0.184115523465704,0.0833333333333333,0.0022779043280182,0.173913043478261,0.211111111111111,0.257425742574257,0.018348623853211,0.124293785310734,0.0416666666666667,0,0.160458452722063,0.158088235294118,0.0245398773006135,0.106382978723404,0.0305676855895196,0.101449275362319,0.164179104477612,0.0625,0.160493827160494,0.0955882352941176,0.09375,0,0.423076923076923,0,0.05,0,0.666666666666667,0.166666666666667,0.111111111111111,0,0.4,0.0833333333333333,0.0124333925399645,0,0,0,0.0392156862745098,0.105263157894737,0.137931034482759,0.0921985815602837,0,0,0,0.2,0,0,0.04,0.0576923076923077,0.024390243902439,0.0148148148148148,0.333333333333333,0.0849673202614379,0,0,0,0,0.0476190476190476,0.0476190476190476,0.230769230769231,0.0357142857142857,0,0.142857142857143,0.166666666666667,0.0909090909090909,0.08,0.0563380281690141,0,0.0540540540540541,0,0,0,0,0.178217821782178,0,0.25,0,0.157894736842105,0,0.428571428571429,0.0373831775700935,0.25,0.0819672131147541,0.04,0,0,0.0144927536231884,0.25,0.117647058823529,0,0.0666666666666667,0.384615384615385,0,0,0.0759493670886076,0,0,0.0769230769230769,0,0,0.0277777777777778
TCGA-62-8394-01A-11R-2326-07,0.169675090252708,0.0416666666666667,0.0022779043280182,0.260869565217391,0.0444444444444444,0.0693069306930693,0.036697247706422,0.0056497175141242,0.0416666666666667,0.0952380952380952,0.0802292263610315,0.0404411764705882,0.113496932515337,0.0141843971631206,0.14410480349345,0,0.0149253731343284,0.015625,0.197530864197531,0.0220588235294118,0.03125,0,0.153846153846154,0.15,0,0,0,0,0,0.333333333333333,0.04,0.0138888888888889,0.0621669626998224,0.0819672131147541,0.0740740740740741,0,0.362745098039216,0.12280701754386,0.103448275862069,0.184397163120567,0,0,0,0.0571428571428571,0,0,0.12,0.0769230769230769,0,0.0592592592592593,0,0.248366013071895,0.111111111111111,0,0,0,0.161904761904762,0.19047619047619,0.153846153846154,0.178571428571429,0.111111111111111,0,0.0555555555555556,0,0.32,0.0985915492957746,0.0344827586206897,0,0.0666666666666667,0.25,0.0666666666666667,0,0.0594059405940594,0,0.25,0,0.157894736842105,0.625,0.142857142857143,0.0186915887850467,0.125,0.0819672131147541,0.16,0,0.0526315789473684,0,0.25,0,0,0.133333333333333,0,0,0,0.151898734177215,0,0,0.0512820512820513,0.08,0.25,0
TCGA-50-5939-01A-11R-1628-07,0.0451263537906137,0.0416666666666667,0.0022779043280182,0,0.0611111111111111,0.0495049504950495,0.0091743119266055,0.0395480225988701,0.104166666666667,0.0476190476190476,0.0257879656160458,0.0661764705882353,0,0,0.0087336244541484,0.0434782608695652,0.0298507462686567,0.03125,0.0123456790123457,0,0.03125,0,0.307692307692308,0,0,0,0,0.0833333333333333,0,0,0.04,0,0.0106571936056838,0.0655737704918033,0,0,0.0588235294117647,0.0175438596491228,0.137931034482759,0.0141843971631206,0,0,0,0.114285714285714,0,0.142857142857143,0,0.0192307692307692,0.024390243902439,0,0,0.0392156862745098,0,0,0,0,0.019047619047619,0,0,0,0,0,0,0.272727272727273,0.04,0.0422535211267606,0,0,0,0,0,0,0.0297029702970297,0.2,0,0,0,0.25,0.142857142857143,0,0.125,0.0163934426229508,0,0,0.0526315789473684,0,0.25,0.0588235294117647,0,0,0,0.333333333333333,0,0.0126582278481013,0,0,0.0256410256410256,0.12,0.0625,0.0555555555555556
TCGA-38-7271-01A-11R-2039-07,0.0848375451263538,0,0,0.0434782608695652,0.0722222222222222,0.0099009900990099,0,0.0508474576271186,1,0.0476190476190476,0.0372492836676218,0.0183823529411765,0.0061349693251533,0,0.0131004366812227,0.115942028985507,0.0149253731343284,0.140625,0.0246913580246914,0.235294117647059,0,0,0.115384615384615,0,0,0,0,0,0,0,0.16,0,0.0124333925399645,0.0819672131147541,0.0740740740740741,0,0.0196078431372549,0.0175438596491228,0.137931034482759,0,0,0,0,0.0857142857142857,0,0,0,0,0.0487804878048781,0.0074074074074074,0,0.0130718954248366,0,0,0.0208333333333333,0,0.0285714285714286,0,0,0,0.111111111111111,0,0,0,0.04,0.0140845070422535,0,0,0,0,0,0,0.138613861386139,0,0.125,0,0.0526315789473684,0,0,0.0093457943925233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126582278481013,0,0,0,0,0,0.0277777777777778
TCGA-49-AARQ-01A-11R-A41B-07,0.357400722021661,0,0,0.0434782608695652,0.0888888888888889,0.118811881188119,0.238532110091743,0.0112994350282486,0.104166666666667,1,0.123209169054441,0.0183823529411765,0.122699386503067,0.205673758865248,0.218340611353712,0,0.0149253731343284,0.03125,1,0.0220588235294118,0.3125,0,0.0769230769230769,0,0.05,0,0,0,0.111111111111111,0,0.04,0.0833333333333333,0.122557726465364,0.311475409836066,0,0,0.186274509803922,0.12280701754386,0.0689655172413793,1,0,0,0.111111111111111,0.428571428571429,0,0,0,0,1,0.0148148148148148,0,0.0065359477124183,0.222222222222222,0,0,0,0.361904761904762,0.19047619047619,0.153846153846154,0.107142857142857,0.222222222222222,0.285714285714286,0.0555555555555556,0.636363636363636,0.08,0.112676056338028,0.0344827586206897,0.135135135135135,0.2,0.666666666666667,0.0666666666666667,0.166666666666667,0.0594059405940594,0.2,0.25,0,0,0.5,0.285714285714286,0.149532710280374,0,0.0163934426229508,0.36,0.111111111111111,0,0.0144927536231884,0,0.235294117647059,0,0,0,0,0.0967741935483871,0.227848101265823,0.0606060606060606,1,0.256410256410256,0.48,0.1875,0.138888888888889
TCGA-64-1678-01A-01R-0946-07,0.332129963898917,0,0,0.0434782608695652,0.0444444444444444,0.0099009900990099,0.0275229357798165,0.0338983050847458,0.0833333333333333,0.0476190476190476,0.180515759312321,0.0036764705882352,0,0.113475177304965,0.0393013100436681,0.0434782608695652,0,0.0625,0.148148148148148,0,0,0,0,0.05,0,0,0,0.0833333333333333,0,0,0,0.0138888888888889,0.0159857904085258,0.0327868852459016,0,0,0.0294117647058824,0.421052631578947,0,0.25531914893617,0,0,0,0.0285714285714286,0,0,0,0,0,0.0148148148148148,0,0,0.037037037037037,0,0.0208333333333333,0,0.314285714285714,0,0.0769230769230769,0.25,0.111111111111111,0.285714285714286,0,0,0.12,0,0,0.108108108108108,0.0666666666666667,0,0,0.0555555555555556,0.0594059405940594,0,0,0,0.210526315789474,0,0,0.0093457943925233,0,0.0655737704918033,0.2,0.333333333333333,0,0,0,0.117647058823529,0,0,0,0,0,0.0759493670886076,0.151515151515152,0.1,0,0,0.125,0.25
TCGA-49-AAR3-01A-11R-A41B-07,0.0866425992779783,0,0.0022779043280182,0.0434782608695652,0.0833333333333333,0.0396039603960396,0.0917431192660551,0.0056497175141242,0.0625,0.0476190476190476,0.0286532951289398,0.0183823529411765,0.0061349693251533,0.0141843971631206,0.0786026200873362,0.072463768115942,0.0298507462686567,0.078125,0.0864197530864197,0.0367647058823529,0.09375,0,0.0384615384615385,0,0.05,0,0,0,0,0.333333333333333,0,0,0.0213143872113677,0.0655737704918033,0,0,0.0882352941176471,0.105263157894737,0.0689655172413793,0.368794326241135,0,0,0,0.0571428571428571,0,0,0.04,0.0192307692307692,0,0.0222222222222222,0,0.0196078431372549,0.037037037037037,0,0,0,0.133333333333333,0.0476190476190476,0,0,0.111111111111111,0,0.0555555555555556,0,0.08,0.211267605633803,0.0344827586206897,0.108108108108108,0.266666666666667,0,0,0.166666666666667,0.148514851485149,0,0.125,0,0.105263157894737,0,0,0.168224299065421,0.125,0.0163934426229508,0.2,0,0.157894736842105,0,0,0.117647058823529,0,0,0,0,0,0.113924050632911,0,0.2,0.307692307692308,0,0.4375,0.0555555555555556
TCGA-49-4514-01A-21R-1858-07,0.299638989169675,0,0.0022779043280182,0.0434782608695652,0.05,0.0099009900990099,0,0.0282485875706215,0.104166666666667,0.0952380952380952,0.157593123209169,0,0.0030674846625766,0.0212765957446809,0.0131004366812227,0,0.0149253731343284,0,0.160493827160494,0.0147058823529412,0,0,0.0384615384615385,0,0,0,0.222222222222222,0,0,0,0,0,0.0177619893428064,0,0,0,0.0098039215686274,0,0.0689655172413793,0.0212765957446809,0,0,0.111111111111111,0.142857142857143,0,0,0.04,0.0192307692307692,0,0.0074074074074074,0,0,0,0,0,0,0.0666666666666667,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0.1,0.0833333333333333,0,0,0.168316831683168,0,0.125,0,0.0526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0,0,0.0253164556962025,0,0,0,0,0,0.0277777777777778
TCGA-62-A46S-01A-11R-A24H-07,0.102888086642599,0,0.0227790432801822,0.391304347826087,0.316666666666667,0.158415841584158,0.110091743119266,0.0621468926553672,0.0625,0.333333333333333,0.0859598853868195,0.345588235294118,0.0644171779141104,0.156028368794326,1,0.101449275362319,0.477611940298507,0.15625,0.45679012345679,0.0514705882352941,0.25,0,0.0384615384615385,0.15,0.2,0.285714285714286,0.444444444444444,0.0833333333333333,0,0,0,0.0555555555555556,0.1101243339254,0.0983606557377049,0,0,0.205882352941176,0.456140350877193,0.310344827586207,0.276595744680851,0,0,0.222222222222222,0.6,0,0.142857142857143,0.28,0.115384615384615,0.024390243902439,0.103703703703704,0,0.0784313725490196,0.333333333333333,0,0.114583333333333,0,0.285714285714286,0.0476190476190476,1,0.25,0.111111111111111,0.285714285714286,0.166666666666667,0,0.84,0.140845070422535,0.0689655172413793,0.189189189189189,0.2,0.25,0,0.166666666666667,0.148514851485149,0,0.125,0,0.421052631578947,0,0.142857142857143,0,0.125,0.311475409836066,0.04,0,0.210526315789474,0.072463768115942,0,0.117647058823529,0,0.2,0.461538461538462,0,0.0967741935483871,0.772151898734177,0,0,0.307692307692308,0.08,0.375,0.0277777777777778
TCGA-55-A490-01A-11R-A466-07,0,0,0.0022779043280182,0.0434782608695652,0.0166666666666667,0.0297029702970297,0,0.0056497175141242,0.104166666666667,0.0476190476190476,0,0.0441176470588235,0.0306748466257669,0.0354609929078014,0.0174672489082969,0,0.238805970149254,0.046875,0.123456790123457,0.0073529411764705,0,0,0.115384615384615,0,0,0,0,0,0,0.333333333333333,0.04,0.0416666666666667,0.0284191829484902,0,0,0,0.205882352941176,0,0.0689655172413793,0.0780141843971631,0,0,0,0.0571428571428571,0,0,0.04,0.0576923076923077,0.0975609756097561,0.0222222222222222,0,0.111111111111111,0.37037037037037,0,0,0,0.0666666666666667,0,0,0.0714285714285714,0,0.571428571428571,0.0555555555555556,0,0.28,0,0,0,0,0,0,0,0.0693069306930693,0,0,0,0,0,0.285714285714286,0,0,0.0819672131147541,0.36,0,0.105263157894737,0,0,0.235294117647059,0.363636363636364,0,0,0,0,0.177215189873418,0.121212121212121,0,0.0512820512820513,0.08,0.1875,0
TCGA-55-6968-01A-11R-1949-07,0.211191335740072,0.0416666666666667,0,0.217391304347826,0.105555555555556,0.0495049504950495,0.018348623853211,0.0903954802259887,0.0416666666666667,0.0476190476190476,0.131805157593123,0.0992647058823529,0.0061349693251533,0.0780141843971631,0.0524017467248908,0.072463768115942,0.0895522388059701,0.0625,0.160493827160494,0.0808823529411765,0.09375,0,0.0769230769230769,0.075,0,0,0.111111111111111,0,0,0.5,0.32,0.0694444444444444,0.0746003552397869,0.131147540983607,0,0,0.0882352941176471,0.228070175438596,0.0689655172413793,0.141843971631206,0,0.5,0,0.285714285714286,0,0,0,0.0576923076923077,0.0731707317073171,0,0,0.0130718954248366,0,0,0,0,0.0857142857142857,0.0476190476190476,0.153846153846154,0.0357142857142857,0,0,0.0555555555555556,0,0.24,0.028169014084507,0.206896551724138,0.108108108108108,0.0333333333333333,0,0.133333333333333,0.0555555555555556,0.0495049504950495,0,0,0,0.157894736842105,0,0,0.0373831775700935,0.125,0.213114754098361,0.08,0,0,0,0.25,0.0588235294117647,0,0,0,0,0.0645161290322581,0.189873417721519,0,0.2,0.0512820512820513,0,0,0.0277777777777778
TCGA-05-4415-01A-22R-1858-07,0.0812274368231047,0,0.0022779043280182,0.130434782608696,0.111111111111111,0.0594059405940594,0.0091743119266055,0.0734463276836158,0,0.0476190476190476,0.0744985673352436,0.0698529411764706,0,0,0.0349344978165939,0,0.119402985074627,0,0.0493827160493827,0.0073529411764705,0.125,0,0.0769230769230769,0.075,0,0,0,0,0,0.833333333333333,0.36,0,0.0106571936056838,0.0327868852459016,0,0,0.0686274509803922,0.0350877192982456,0.172413793103448,0.049645390070922,0,0,0,0.285714285714286,0,0.142857142857143,0,0.0192307692307692,0,0.0074074074074074,0,0.0196078431372549,0,0,0,0,0.0666666666666667,0.0476190476190476,0.0769230769230769,0,0,0,0.444444444444444,0,0.16,0,0.0689655172413793,0.0540540540540541,0.0333333333333333,0,0,0.0555555555555556,0.0297029702970297,0,0,0,0.0526315789473684,0,0.142857142857143,0.0093457943925233,0,0.0491803278688525,0.08,0,0,0,0,0.0588235294117647,0,0.0666666666666667,0,0,0,0.10126582278481,0,0,0.0256410256410256,0.16,0.0625,0.0833333333333333
TCGA-44-7667-01A-31R-2066-07,0.42057761732852,0,0,0.0434782608695652,0.0555555555555556,0.0099009900990099,0.018348623853211,0.169491525423729,0,0.0476190476190476,0.203438395415473,0.411764705882353,0,0,0.0131004366812227,0.0144927536231884,0.0447761194029851,0,0.246913580246914,0,0,0,0.115384615384615,0.025,0,0,0,0,0.111111111111111,0,0.28,0,0.0088809946714032,0.0491803278688525,0,0,0.147058823529412,0.0350877192982456,0,0.0141843971631206,0,0,0,0.171428571428571,0,0,0,0,0,0.0148148148148148,0,0.0065359477124183,0,0,0.0208333333333333,0,0.019047619047619,0.0952380952380952,0,0.107142857142857,0.222222222222222,0,0,0,0.04,0,0.103448275862069,0,0.1,0.166666666666667,0,0,0.178217821782178,0,0.25,0,0.0526315789473684,0,0,0,0,0,0.08,0,0,0,0.5,0,0,0,0,0,0,0.0379746835443038,0,0,0,0,0,0.25
TCGA-97-7553-01A-21R-2039-07,0.0902527075812274,0.0833333333333333,0,0.130434782608696,0.133333333333333,0.108910891089109,0.036697247706422,0.0508474576271186,0.125,0,0.100286532951289,0.0551470588235294,0.0705521472392638,0.049645390070922,0.0655021834061135,0.0579710144927536,0.104477611940299,0.171875,0.135802469135802,0.0882352941176471,0.0625,0,0.192307692307692,0.175,0.05,0,0,0,0.111111111111111,0.166666666666667,0.08,0.0138888888888889,0.0674955595026643,0.114754098360656,0.0740740740740741,0,0.137254901960784,0.0350877192982456,0.310344827586207,0.0709219858156028,0,0,0,0.0857142857142857,0,0,0.08,0.153846153846154,0,0.037037037037037,0,0.111111111111111,0,0,0.0208333333333333,0,0.142857142857143,0.142857142857143,0,0,0.111111111111111,0.285714285714286,0.111111111111111,0,0.2,0.112676056338028,0.103448275862069,0.027027027027027,0.0666666666666667,0.166666666666667,0,0.166666666666667,0.0198019801980198,0.2,0,0,0.210526315789474,0.125,0,0,0,0.131147540983607,0.04,0,0,0.0289855072463768,0,0.411764705882353,0,0,0.307692307692308,0,0.032258064516129,0.151898734177215,0.0303030303030303,0.3,0.128205128205128,0,0.125,0.138888888888889
TCGA-78-7150-01A-21R-2039-07,0.128158844765343,0,0.0113895216400911,0,0.0611111111111111,0.0198019801980198,0.0275229357798165,0.0395480225988701,0,0.142857142857143,0.0802292263610315,0.0330882352941176,0.0030674846625766,0,0.0174672489082969,0,0.0447761194029851,0,0.0493827160493827,0.0073529411764705,0.03125,0,0.115384615384615,0,0,0.142857142857143,0,0,0,0.166666666666667,0.32,0,0.0532859680284192,0.0491803278688525,0,0,0.117647058823529,0.0701754385964912,0.172413793103448,0.0212765957446809,0,0,0,0.142857142857143,0,0,0,0.0192307692307692,0,0,0,0,0,0,0.0104166666666667,0,0.0571428571428571,0.0952380952380952,0,0.0714285714285714,0,0,0,0,0.08,0,0.0344827586206897,0.0540540540540541,0,0,0,0,0.0099009900990099,0,0,0,0.105263157894737,0,0,0.0093457943925233,0,0.0327868852459016,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0.0253164556962025,0,0,0.0256410256410256,0.04,0,0.0277777777777778
TCGA-55-8089-01A-11R-2241-07,0.212996389891697,0,0,0.130434782608696,0.122222222222222,0.287128712871287,0.073394495412844,0.135593220338983,0.1875,0.285714285714286,0.638968481375358,0.0551470588235294,0.0030674846625766,0.0070921985815602,0.0786026200873362,0.115942028985507,0.223880597014925,0.078125,0.135802469135802,0.0661764705882353,0.09375,0.333333333333333,0.576923076923077,0.15,0,0,0.444444444444444,0.0833333333333333,0.111111111111111,0,0.24,0,0.0781527531083481,0.163934426229508,0.037037037037037,0,0.196078431372549,0.087719298245614,0.517241379310345,0.0212765957446809,0,0,0,0.4,0,0.285714285714286,0.24,0,0.024390243902439,0,0,0.0326797385620915,0,0,0,0,0.171428571428571,0,0.0769230769230769,0.178571428571429,0,0,0,0,0.12,0.295774647887324,0.103448275862069,0.216216216216216,0.166666666666667,0.166666666666667,0,0.0555555555555556,0.108910891089109,0,0.375,0,0.157894736842105,0.25,0.571428571428571,0.0280373831775701,0,0.114754098360656,0.08,0.111111111111111,0.421052631578947,0,0,0.176470588235294,0.0909090909090909,0,0.153846153846154,0,0,0.240506329113924,0,0.2,0.179487179487179,0,0.125,0.0555555555555556
